event,fips,delta_path_seed_mean,n_origins
2024-05-08,47189,-3.562141320878555e-05,21
2024-05-08,51053,3.4739130531722706e-05,21
2024-05-08,54029,7.2535017425525415e-06,21
2024-05-08,55025,4.824426253726296e-05,21
2024-05-08,55079,2.9732600136350946e-05,21
2024-05-08,55081,4.732788084046778e-05,21
2024-05-08,55089,3.334553827578267e-05,21
2024-05-08,55127,3.84610860425218e-05,21
2024-05-26,05007,-0.0007165051064741412,19
2024-05-26,05009,0.0004690798297417167,19
2024-05-26,05015,-0.0001541426866265294,19
2024-05-26,05021,0.00012230432002025308,19
2024-05-26,05087,0.0006601287616388148,19
2024-05-26,05089,-0.006163674871464894,19
2024-05-26,05121,-9.285601947017492e-05,19
2024-05-26,05135,1.567729798397123e-07,19
2024-05-26,05143,0.0012804716025762262,19
2024-05-26,17005,7.241868518137984e-05,19
2024-05-26,17027,4.9890907156790575e-06,19
2024-05-26,17031,5.9317955284245975e-05,19
2024-05-26,17087,0.00023306725363247613,19
2024-05-26,17117,6.741955674076554e-05,19
2024-05-26,17119,5.0318887969528475e-05,19
2024-05-26,17163,6.285470820247368e-05,19
2024-05-26,18019,8.212510237520841e-05,19
2024-05-26,18021,5.00459010731503e-05,19
2024-05-26,18043,3.2627997176775165e-05,19
2024-05-26,18137,4.692719752707966e-05,19
2024-05-26,19155,5.746988387391657e-05,19
2024-05-26,21005,0.0004445521236320434,19
2024-05-26,21013,2.5403220580806456e-05,19
2024-05-26,21021,0.0002069189992326317,19
2024-05-26,21027,0.00010596081809564033,19
2024-05-26,21029,0.0009125584903394999,19
2024-05-26,21031,-0.0007198948993310285,19
2024-05-26,21033,5.728568910179713e-05,19
2024-05-26,21035,-0.0002990518236931621,19
2024-05-26,21047,-0.00034546392695310266,19
2024-05-26,21049,0.00020472684038861549,19
2024-05-26,21051,0.0002472663909540915,19
2024-05-26,21069,6.045709229230979e-05,19
2024-05-26,21071,4.486606576664887e-05,19
2024-05-26,21073,0.00029735085952994986,19
2024-05-26,21075,3.453944598973786e-05,19
2024-05-26,21083,-0.0006350924102919084,19
2024-05-26,21085,0.0001303823888685378,19
